Gene	Rho	P_val
VSIR	-5.643e-02	4.913e-01
WEE1	1.661e-01	4.149e-02
WISP3	5.994e-02	4.647e-01
WNT7A	1.808e-01	2.633e-02
WRN	-1.308e-01	1.094e-01
WT1	1.553e-01	5.698e-02
XPA	3.431e-02	6.758e-01
XPC	8.377e-02	3.065e-01
XPO1	2.195e-01	6.768e-03
XRCC1	-1.368e-01	9.391e-02
XRCC2	2.385e-01	3.182e-03
XRCC3	-1.378e-01	9.164e-02
YAP1	-1.789e-01	2.799e-02
YEATS4	2.026e-01	1.259e-02
ZBTB2	-2.255e-02	7.835e-01
ZFHX3	-1.726e-01	3.410e-02
ZNF217	1.460e-01	7.363e-02
ZNF471	-1.474e-01	7.100e-02
ZNF620	-1.535e-01	5.984e-02
ZNF703	7.837e-02	3.388e-01
ZNF750	-7.433e-02	3.644e-01
ZNRF3	9.955e-02	2.239e-01
ZRSR2	1.845e-01	2.334e-02
ABCB1	-6.452e-02	3.778e-01
ABCC3	-7.741e-02	2.897e-01
ABL1	-3.381e-02	6.441e-01
ABL2	-1.117e-01	1.258e-01
ACTA2	-6.634e-02	3.644e-01
ACVR1B	-7.784e-02	2.871e-01
ADGRA2	1.179e-01	1.060e-01
AJUBA	-2.776e-02	7.046e-01
AKT1	2.009e-01	5.572e-03
AKT2	-7.784e-02	2.870e-01
AKT3	5.031e-02	4.917e-01
ALK	-1.983e-01	6.223e-03
ALOX12B	2.815e-02	7.006e-01
AMER1	3.828e-02	6.010e-01
ANKRD11	2.101e-02	7.741e-01
APC	-2.511e-01	4.918e-04
APOB	-6.781e-02	3.539e-01
AR	-1.154e-01	1.140e-01
ARAF	1.641e-01	2.401e-02
ARFRP1	-2.422e-01	7.872e-04
ARHGAP26	-5.533e-02	4.495e-01
ARHGAP35	-2.843e-02	6.978e-01
ARID1A	-2.501e-02	7.326e-01
ARID1B	8.075e-02	2.694e-01
ARID2	1.362e-01	6.175e-02
ARID5B	2.688e-02	7.136e-01
ASNS	3.693e-01	1.705e-07
ASXL1	-1.548e-01	3.341e-02
ASXL2	9.607e-02	1.885e-01
ATIC	4.436e-03	9.517e-01
ATM	3.500e-02	6.326e-01
ATP7B	-2.085e-01	3.988e-03
ATR	1.007e-01	1.681e-01
ATRX	-7.348e-02	3.150e-01
AURKA	2.702e-01	1.697e-04
AURKB	-4.208e-02	5.653e-01
AXIN1	1.342e-03	9.854e-01
AXIN2	5.403e-03	9.412e-01
AXL	-5.429e-02	4.581e-01
B2M	-3.725e-02	6.108e-01
BAP1	-7.952e-02	2.767e-01
BARD1	-1.011e-01	1.663e-01
BCAR1	5.471e-02	4.547e-01
BCL10	-2.464e-02	7.364e-01
BCL11B	1.452e-01	4.623e-02
BCL2	2.401e-01	8.759e-04
BCL2L1	-1.870e-01	9.999e-03
BCL2L11	8.956e-02	2.204e-01
BCL2L12	-1.145e-01	1.165e-01
BCL2L2	4.419e-04	9.952e-01
BCL6	-1.577e-01	3.019e-02
BCL7A	-3.111e-02	6.709e-01
BCLAF1	-1.346e-01	6.488e-02
BCOR	-2.954e-01	3.674e-05
BCORL1	4.821e-02	5.100e-01
BCR	5.726e-02	4.339e-01
BIRC3	2.379e-01	9.804e-04
BLM	1.173e-01	1.080e-01
BMPR1A	-1.462e-01	4.467e-02
BRAF	2.050e-01	4.666e-03
BRCA1	-1.140e-01	1.183e-01
BRCA2	1.046e-01	1.520e-01
BRD4	-6.360e-02	3.846e-01
BRIP1	4.930e-02	5.005e-01
BTG1	1.783e-02	8.076e-01
BTK	-4.973e-02	4.968e-01
BUB1B	1.138e-02	8.764e-01
C11orf65	2.133e-01	3.211e-03
C3orf70	-1.760e-01	1.542e-02
C8orf34	6.583e-02	3.681e-01
CADM2	4.194e-02	5.666e-01
CALR	-7.772e-02	2.878e-01
CARD11	-1.883e-01	9.447e-03
CASP8	3.899e-02	5.943e-01
CASR	6.329e-02	3.869e-01
CBFB	1.901e-02	7.951e-01
CBL	1.625e-01	2.545e-02
CBLB	-1.005e-01	1.689e-01
CBLC	-5.730e-02	4.335e-01
CBR3	-6.141e-02	4.012e-01
CCDC6	-7.568e-02	3.007e-01
CCND1	3.141e-01	1.074e-05
CCND2	2.931e-01	4.269e-05
CCND3	1.670e-01	2.161e-02
CCNE1	6.845e-02	3.493e-01
CCNE2	-1.771e-01	1.476e-02
CD19	3.111e-02	6.709e-01
CD22	1.447e-02	8.433e-01
CD274	6.403e-02	3.814e-01
CD276	6.546e-03	9.288e-01
CD40	2.109e-01	3.584e-03
CD70	-9.964e-02	1.725e-01
CD79A	-9.622e-02	1.878e-01
CD79B	-4.278e-02	5.589e-01
CDC25A	-7.117e-02	3.305e-01
CDC73	-4.892e-02	5.038e-01
CDH1	5.306e-02	4.683e-01
CDH2	5.227e-03	9.431e-01
CDK12	5.854e-02	4.236e-01
CDK4	6.551e-02	3.705e-01
CDK5	2.835e-01	7.728e-05
CDK6	1.739e-01	1.668e-02
CDK8	-7.487e-02	3.059e-01
CDKN1A	9.452e-03	8.973e-01
CDKN1B	1.920e-01	8.122e-03
CDKN1C	-5.592e-02	4.447e-01
CDKN2A	-2.225e-01	2.091e-03
CDKN2B	-1.128e-01	1.224e-01
CDKN2C	-2.270e-02	7.566e-01
CEBPA	6.415e-02	3.805e-01
CEP57	-1.150e-01	1.151e-01
CFTR	2.600e-01	3.033e-04
CHD2	1.554e-01	3.271e-02
CHD4	1.435e-01	4.886e-02
CHEK1	-6.105e-02	4.040e-01
CHEK2	-6.401e-03	9.303e-01
CIC	8.763e-03	9.047e-01
CIITA	-8.726e-02	2.325e-01
CKS1B	5.501e-02	4.521e-01
CREBBP	-1.077e-01	1.402e-01
CRKL	-2.136e-01	3.159e-03
CRLF2	-1.891e-01	9.149e-03
CSF1R	1.469e-01	4.369e-02
CSF3R	-2.411e-02	7.419e-01
CTC1	4.513e-02	5.375e-01
CTCF	-3.067e-05	9.997e-01
CTLA4	7.785e-02	2.870e-01
CTNNA1	-2.586e-02	7.240e-01
CTNNB1	-1.470e-01	4.357e-02
CTRC	-5.742e-02	4.326e-01
CUL3	-1.424e-01	5.063e-02
CUX1	1.551e-01	3.310e-02
CXCR4	3.818e-02	6.020e-01
CYLD	-9.408e-02	1.979e-01
CYP1B1	5.462e-02	4.554e-01
CYP2D6	1.615e-03	9.824e-01
CYP3A5	-3.194e-01	7.488e-06
DAXX	-3.716e-02	6.117e-01
DDB2	6.265e-02	3.918e-01
DDR2	4.464e-02	5.419e-01
DDX3X	-2.291e-01	1.519e-03
DICER1	1.242e-01	8.863e-02
DIS3	1.052e-01	1.496e-01
DIS3L2	-9.625e-03	8.954e-01
DKC1	-9.666e-02	1.858e-01
DMD	-1.766e-01	1.504e-02
DNM2	-2.911e-02	6.909e-01
DNMT1	9.135e-02	2.113e-01
DNMT3A	8.243e-02	2.595e-01
DNMT3B	1.391e-01	5.628e-02
DOT1L	-2.840e-03	9.691e-01
DPYD	7.024e-02	3.369e-01
DYNC2H1	5.633e-02	4.414e-01
E2F1	-1.309e-01	7.264e-02
E2F2	-1.801e-02	8.057e-01
E2F3	1.052e-01	1.499e-01
E2F4	3.420e-02	6.404e-01
E2F5	2.415e-03	9.737e-01
E2F6	6.912e-02	3.446e-01
EBF1	3.895e-02	5.947e-01
ECT2L	-9.110e-02	2.125e-01
EED	-3.354e-01	2.390e-06
EGF	-1.562e-01	3.187e-02
EGFL7	-1.500e-02	8.376e-01
EGFR	2.059e-01	4.486e-03
EGLN1	1.228e-01	9.231e-02
ELF3	1.900e-01	8.812e-03
ELOC	4.827e-02	5.095e-01
EMSY	2.476e-01	5.932e-04
ENG	8.690e-02	2.345e-01
EP300	-3.853e-02	5.986e-01
EPCAM	2.176e-02	7.663e-01
EPHA2	-6.455e-02	3.775e-01
EPHA3	-4.427e-02	5.452e-01
EPHA5	2.860e-02	6.961e-01
EPHA7	-6.868e-02	3.477e-01
EPHB1	7.047e-03	9.233e-01
EPHB2	1.663e-01	2.222e-02
EPOR	-1.174e-01	1.078e-01
ERBB2	6.482e-02	3.755e-01
ERBB3	9.981e-02	1.718e-01
ERBB4	-1.355e-01	6.306e-02
ERCC1	3.336e-02	6.486e-01
ERCC2	5.205e-03	9.433e-01
ERCC3	-6.457e-02	3.774e-01
ERCC4	-2.843e-02	6.977e-01
ERCC5	8.682e-03	9.056e-01
ERCC6	6.087e-02	4.054e-01
ERG	1.376e-02	8.510e-01
ERRFI1	-1.121e-01	1.245e-01
ESR1	-8.013e-02	2.730e-01
ESR2	-2.065e-01	4.356e-03
ETS1	-2.198e-01	2.370e-03
ETS2	1.743e-02	8.118e-01
ETV1	1.807e-01	1.285e-02
ETV4	7.547e-03	9.179e-01
ETV5	1.226e-01	9.283e-02
ETV6	-1.011e-01	1.665e-01
EWSR1	1.932e-01	7.747e-03
EXT2	1.348e-03	9.853e-01
EZH2	2.596e-01	3.098e-04
FAM46C	-9.311e-03	8.988e-01
FANCA	-5.776e-02	4.298e-01
FANCB	2.781e-01	1.070e-04
FANCC	-3.335e-02	6.487e-01
FANCD2	-1.754e-01	1.577e-02
FANCE	7.008e-02	3.380e-01
FANCF	-4.642e-02	5.259e-01
FANCG	9.268e-02	2.046e-01
FANCI	1.291e-01	7.675e-02
FANCL	-4.820e-02	5.102e-01
FANCM	1.207e-01	9.807e-02
FAS	-3.008e-02	6.811e-01
FAT1	-7.122e-02	3.301e-01
FBXO11	3.214e-02	6.606e-01
FBXW7	4.208e-02	5.654e-01
FCGR2A	7.200e-02	3.249e-01
FCGR3A	-9.250e-03	8.995e-01
FDPS	2.319e-02	7.515e-01
FGF1	1.078e-01	1.398e-01
FGF10	2.003e-01	5.716e-03
FGF14	5.248e-02	4.732e-01
FGF19	-2.939e-01	4.048e-05
FGF2	8.154e-02	2.647e-01
FGF23	2.802e-01	9.404e-05
FGF3	-3.228e-01	5.892e-06
FGF4	-3.161e-01	9.364e-06
FGF5	-2.490e-02	7.338e-01
FGF6	-2.489e-01	5.517e-04
FGF7	8.121e-02	2.666e-01
FGF8	1.194e-01	1.017e-01
FGF9	-8.041e-02	2.714e-01
FGFR1	-2.660e-02	7.163e-01
FGFR2	-1.045e-01	1.525e-01
FGFR3	1.366e-01	6.086e-02
FGFR4	-2.115e-01	3.492e-03
FH	4.885e-02	5.044e-01
FHIT	1.623e-01	2.568e-02
FLCN	-1.083e-01	1.380e-01
FLG	-1.536e-01	3.482e-02
FLT1	-6.142e-02	4.012e-01
FLT3	-1.116e-02	8.789e-01
FLT4	7.773e-02	2.877e-01
FNTB	-1.002e-01	1.703e-01
FOXA1	-8.428e-02	2.489e-01
FOXL2	-4.409e-02	5.469e-01
FOXO1	4.653e-02	5.249e-01
FOXO3	5.766e-02	4.307e-01
FOXP1	-5.035e-02	4.914e-01
FOXQ1	5.653e-02	4.397e-01
FRS2	2.660e-01	2.156e-04
FUBP1	-8.129e-03	9.116e-01
FUS	-7.125e-02	3.299e-01
FYN	5.213e-02	4.762e-01
G6PD	5.816e-02	4.267e-01
GABRA6	-1.327e-01	6.872e-02
GALNT12	-1.536e-01	3.484e-02
GATA1	2.206e-01	2.288e-03
GATA2	-5.246e-02	4.734e-01
GATA3	4.372e-03	9.524e-01
GATA4	-9.849e-02	1.776e-01
GATA6	-1.017e-01	1.636e-01
GEN1	8.227e-02	2.604e-01
GID4	2.014e-02	7.832e-01
GLI1	-2.421e-03	9.736e-01
GLI2	5.957e-02	4.155e-01
GLI3	-1.866e-01	1.016e-02
GNA11	3.628e-02	6.202e-01
GNA13	6.988e-02	3.394e-01
GNAQ	-5.135e-02	4.829e-01
GNAS	-1.128e-01	1.222e-01
GPC3	7.180e-02	3.262e-01
GPER1	2.248e-01	1.873e-03
GPS2	-8.180e-03	9.111e-01
GREM1	-1.579e-01	3.000e-02
GRIN2A	1.714e-01	1.836e-02
GRM3	-5.572e-02	4.463e-01
GSK3B	-1.196e-02	8.703e-01
GSTP1	3.008e-01	2.604e-05
H3F3A	nan	nan
H3F3C	-8.009e-02	2.733e-01
HAS3	8.874e-02	2.246e-01
HAVCR2	8.564e-02	2.413e-01
HDAC1	-1.223e-01	9.375e-02
HDAC2	6.919e-02	3.441e-01
HDAC3	1.932e-01	7.720e-03
HDAC4	2.034e-02	7.811e-01
HDAC5	2.618e-02	7.206e-01
HGF	-8.473e-02	2.464e-01
HIF1A	1.478e-01	4.235e-02
HIST1H1C	1.234e-01	9.078e-02
HIST1H1E	8.789e-02	2.291e-01
HIST1H2BD	8.056e-02	2.705e-01
HIST1H3F	nan	nan
HIST1H4E	-1.870e-01	9.981e-03
HIST3H3	-5.836e-02	4.251e-01
HLA-A	-2.917e-02	6.903e-01
HLA-B	9.584e-02	1.896e-01
HLA-C	1.131e-01	1.212e-01
HLA-DMA	-5.166e-02	4.802e-01
HLA-DMB	-9.804e-02	1.795e-01
HLA-DOA	-2.258e-02	7.578e-01
HLA-DOB	-1.620e-01	2.591e-02
HLA-DPA1	1.432e-01	4.925e-02
HLA-DPB1	1.190e-01	1.030e-01
HLA-DQA1	-8.857e-03	9.037e-01
HLA-DQA2	1.947e-02	7.903e-01
HLA-DQB1	5.789e-03	9.370e-01
HLA-DQB2	-1.594e-01	2.845e-02
HLA-DRA	5.037e-02	4.912e-01
HLA-DRB1	-5.272e-02	4.712e-01
HLA-DRB5	-5.110e-02	4.849e-01
HLA-E	-2.218e-02	7.619e-01
HLA-F	-9.891e-02	1.757e-01
HLA-G	2.554e-03	9.722e-01
HNF1A	-6.704e-02	3.594e-01
HNF1B	5.618e-02	4.426e-01
HOXB13	-3.371e-02	6.451e-01
HRAS	-5.751e-02	4.319e-01
HSD3B1	1.893e-02	7.960e-01
HSP90AA1	4.808e-03	9.476e-01
HSPH1	-6.783e-02	3.538e-01
IDH1	-6.483e-02	3.755e-01
IDH2	-1.174e-01	1.076e-01
IDO1	1.414e-02	8.469e-01
IFIT1	7.166e-02	3.271e-01
IFIT2	9.936e-02	1.737e-01
IFIT3	-7.022e-02	3.370e-01
IFNAR1	-1.337e-01	6.666e-02
IFNAR2	8.511e-02	2.443e-01
IFNGR1	-1.905e-01	8.653e-03
IFNGR2	1.438e-01	4.836e-02
IFNL3	2.766e-02	7.056e-01
IGF1	8.639e-02	2.372e-01
IGF1R	-1.138e-01	1.189e-01
IGF2	-1.856e-02	7.999e-01
IKBKE	3.781e-02	6.055e-01
IKZF1	2.557e-01	3.830e-04
IKZF3	8.164e-02	2.641e-01
IL10RA	-1.073e-01	1.415e-01
IL15	nan	nan
IL2RA	6.035e-02	4.094e-01
IL6R	5.858e-03	9.362e-01
IL7R	-1.562e-01	3.180e-02
ING1	-2.661e-02	7.163e-01
INHBA	2.537e-01	4.266e-04
INPP4A	-8.670e-02	2.355e-01
INPP4B	1.027e-02	8.884e-01
INPPL1	-1.260e-01	8.416e-02
INSR	3.294e-03	9.641e-01
IRF1	-1.482e-02	8.396e-01
IRF2	-1.636e-01	2.449e-02
IRF4	1.145e-01	1.166e-01
IRS1	1.482e-01	4.183e-02
IRS2	-9.386e-03	8.980e-01
ITPKB	1.542e-01	3.410e-02
JAK1	-1.734e-01	1.699e-02
JAK2	6.230e-02	3.944e-01
JAK3	6.140e-02	4.013e-01
JUN	3.418e-02	6.405e-01
KAT6A	-7.857e-02	2.825e-01
KDM5A	-1.629e-01	2.513e-02
KDM5C	-1.076e-01	1.404e-01
KDM6A	-2.354e-01	1.114e-03
KDM6B	5.951e-03	9.352e-01
KDR	-6.904e-02	3.452e-01
KEAP1	5.740e-02	4.327e-01
KEL	-8.653e-02	2.364e-01
KIF1B	-5.184e-02	4.787e-01
KIT	-5.838e-02	4.249e-01
KLF4	-1.910e-01	8.454e-03
KLHL6	8.252e-02	2.589e-01
KLLN	-3.796e-02	6.040e-01
KMT2A	-1.847e-01	1.095e-02
KMT2B	3.491e-02	6.334e-01
KMT2C	-5.592e-02	4.447e-01
KMT2D	9.797e-02	1.799e-01
KRAS	-1.148e-01	1.158e-01
LAG3	2.479e-01	5.833e-04
LATS1	-7.425e-03	9.192e-01
LATS2	1.252e-01	8.596e-02
LDLR	-7.895e-02	2.802e-01
LEF1	1.144e-01	1.169e-01
LMNA	-3.406e-02	6.418e-01
LMO1	3.732e-02	6.102e-01
LRP1B	9.353e-02	2.005e-01
LYN	-1.498e-01	3.968e-02
LZTR1	1.168e-01	1.096e-01
MAD2L2	1.827e-01	1.185e-02
MAF	-2.687e-02	7.136e-01
MAFB	-2.546e-01	4.080e-04
MAGI2	2.298e-01	1.468e-03
MALT1	-2.201e-01	2.336e-03
MAP2K1	-9.192e-03	9.001e-01
MAP2K2	-1.780e-02	8.079e-01
MAP2K4	-1.405e-01	5.377e-02
MAP3K1	-1.346e-01	6.473e-02
MAP3K7	-1.403e-02	8.481e-01
MAPK1	9.349e-02	2.007e-01
MAX	-2.224e-01	2.102e-03
MC1R	-1.373e-01	5.963e-02
MCL1	6.306e-02	3.887e-01
MDC1	-7.560e-02	3.012e-01
MDM2	-2.145e-01	3.034e-03
MDM4	-8.053e-02	2.707e-01
MECOM	1.564e-01	3.166e-02
MED1	-4.107e-02	5.748e-01
MED12	-5.421e-02	4.587e-01
MEF2B	-2.625e-03	9.714e-01
MEN1	1.762e-01	1.530e-02
MET	-3.134e-01	1.129e-05
MGA	8.210e-02	2.614e-01
MGMT	3.261e-02	6.560e-01
MIB1	-4.065e-02	5.786e-01
MITF	1.053e-01	1.492e-01
MKI67	-1.817e-01	1.233e-02
MLH1	-2.228e-02	7.609e-01
MLH3	8.533e-02	2.430e-01
MLLT3	-4.329e-02	5.542e-01
MPL	3.201e-02	6.620e-01
MRE11	-2.423e-01	7.828e-04
MS4A1	-1.676e-01	2.114e-02
MSH2	2.071e-02	7.773e-01
MSH3	4.718e-02	5.191e-01
MSH6	1.115e-01	1.265e-01
MST1	1.343e-01	6.532e-02
MST1R	-1.124e-01	1.234e-01
MTA1	-4.016e-02	5.833e-01
MTAP	3.428e-02	6.396e-01
MTHFR	2.113e-02	7.729e-01
MTOR	5.302e-02	4.687e-01
MTRR	1.920e-01	8.111e-03
MUTYH	5.185e-03	9.435e-01
MYB	2.623e-01	2.660e-04
MYC	-1.349e-01	6.413e-02
MYCL	1.113e-01	1.273e-01
MYCN	1.234e-01	9.059e-02
MYD88	-3.507e-02	6.319e-01
MYH11	2.571e-02	7.255e-01
MYOD1	2.434e-03	9.735e-01
NBN	1.330e-01	6.810e-02
NCOA3	2.255e-01	1.810e-03
NCOR1	-7.583e-02	2.997e-01
NCOR2	1.262e-02	8.631e-01
NEGR1	6.370e-02	3.838e-01
NF1	-7.094e-02	3.320e-01
NF2	2.442e-01	7.088e-04
NFE2L2	1.921e-01	8.096e-03
NFKBIA	1.128e-01	1.223e-01
NHP2	-1.807e-01	1.286e-02
NKX2-1	1.196e-01	1.011e-01
NKX3-1	6.343e-02	3.859e-01
NOTCH1	1.168e-01	1.095e-01
NOTCH2	-1.843e-01	1.112e-02
NOTCH3	5.012e-02	4.934e-01
NOTCH4	-1.430e-02	8.452e-01
NPM1	9.519e-02	1.926e-01
NQO1	2.357e-02	7.475e-01
NRAS	-2.760e-01	1.207e-04
NRG1	5.877e-02	4.218e-01
NRIP1	3.905e-04	9.957e-01
NSD1	-2.225e-02	7.612e-01
NSD2	2.190e-01	2.467e-03
NT5C2	-9.857e-02	1.772e-01
NTHL1	-1.933e-02	7.918e-01
NTRK1	3.363e-02	6.460e-01
NTRK2	1.741e-01	1.656e-02
NTRK3	-7.817e-02	2.850e-01
NUDT15	-5.442e-02	4.570e-01
NUP93	3.008e-02	6.812e-01
NUP98	-1.440e-02	8.441e-01
P2RY8	-1.795e-01	1.344e-02
PA2G4	1.778e-01	1.438e-02
PAK1	2.717e-01	1.556e-04
PAK3	-1.221e-01	9.415e-02
PAK5	-3.507e-02	6.319e-01
PALB2	8.966e-02	2.199e-01
PALLD	9.377e-03	8.981e-01
PARK2	-9.635e-02	1.872e-01
PARP1	1.481e-01	4.199e-02
PAX5	-4.307e-02	5.563e-01
PAX7	-9.888e-02	1.759e-01
PAX8	4.236e-02	5.627e-01
PBRM1	-1.079e-01	1.396e-01
PCBP1	-6.359e-03	9.308e-01
PDCD1	-1.193e-01	1.020e-01
PDCD1LG2	1.053e-01	1.494e-01
PDGFRA	-9.603e-02	1.887e-01
PDGFRB	1.330e-01	6.808e-02
PDK1	-1.250e-01	8.668e-02
PDPK1	-8.785e-02	2.293e-01
PELP1	7.058e-02	3.345e-01
PGR	-2.092e-01	3.861e-03
PHB2	2.206e-01	2.281e-03
PHF6	-1.087e-01	1.366e-01
PHOX2B	-8.516e-02	2.440e-01
PIAS4	2.976e-02	6.844e-01
PIK3C2B	8.640e-02	2.371e-01
PIK3C2G	1.121e-01	1.245e-01
PIK3C3	1.434e-01	4.893e-02
PIK3CA	1.211e-01	9.691e-02
PIK3CB	5.773e-02	4.301e-01
PIK3CD	-9.635e-02	1.872e-01
PIK3CG	-1.446e-01	4.717e-02
PIK3R1	-1.094e-02	8.813e-01
PIK3R2	1.580e-01	2.986e-02
PIK3R3	1.524e-02	8.352e-01
PIM1	6.037e-02	4.093e-01
PLCG2	-2.147e-03	9.766e-01
PLK2	1.002e-02	8.911e-01
PML	1.406e-01	5.372e-02
PMS1	4.564e-02	5.329e-01
PMS2	-2.408e-01	8.443e-04
PNRC1	nan	nan
POLD1	-1.480e-02	8.399e-01
POLE	4.332e-02	5.539e-01
POLH	-1.017e-03	9.889e-01
POT1	2.171e-01	2.697e-03
POU2F2	-1.032e-01	1.578e-01
PPP1CA	3.234e-01	5.660e-06
PPP1CB	-1.190e-01	1.030e-01
PPP1CC	1.516e-02	8.359e-01
PPP1R15A	1.666e-02	8.200e-01
PPP2CA	nan	nan
PPP2CB	-1.318e-01	7.068e-02
PPP2R1A	9.002e-02	2.180e-01
PPP2R1B	-1.507e-01	3.843e-02
PPP2R2A	1.848e-01	1.089e-02
PPP6C	-3.614e-02	6.215e-01
PRAME	1.866e-02	7.988e-01
PRCC	-3.282e-02	6.540e-01
PRDM1	3.909e-02	5.933e-01
PREX2	7.429e-02	3.097e-01
PRF1	-6.846e-03	9.255e-01
PRKAR1A	-8.349e-02	2.534e-01
PRKCI	-2.443e-01	7.048e-04
PRKCZ	-7.007e-02	3.380e-01
PRKDC	-1.030e-01	1.583e-01
PRPF40B	-1.848e-01	1.090e-02
PRSS1	3.936e-01	2.116e-08
PRSS2	3.975e-01	1.479e-08
PRSS8	-3.150e-02	6.670e-01
PTCH1	4.472e-02	5.412e-01
PTCH2	-1.316e-02	8.574e-01
PTEN	7.583e-02	2.997e-01
PTK2	-8.760e-02	2.307e-01
PTPN11	3.569e-02	6.258e-01
PTPN13	8.439e-02	2.483e-01
PTPN22	1.749e-01	1.607e-02
PTPRD	-9.613e-02	1.882e-01
QKI	7.180e-02	3.262e-01
RAB35	-1.131e-01	1.212e-01
RAC1	-2.740e-01	1.357e-04
RAD21	2.030e-03	9.779e-01
RAD50	1.198e-01	1.006e-01
RAD51	-1.116e-01	1.262e-01
RAD51B	-2.051e-01	4.630e-03
RAD51C	2.466e-02	7.363e-01
RAD51D	-6.275e-02	3.910e-01
RAD52	2.377e-01	9.874e-04
RAD54L	-7.873e-03	9.144e-01
RAF1	1.678e-01	2.101e-02
RANBP2	5.460e-02	4.555e-01
RARA	-8.666e-03	9.058e-01
RASA1	4.840e-02	5.083e-01
RB1	4.056e-02	5.795e-01
RBL1	-1.119e-01	1.253e-01
RBL2	4.371e-02	5.504e-01
RBM10	2.328e-01	1.265e-03
RECQL4	5.713e-02	4.349e-01
REL	7.059e-02	3.345e-01
RET	-1.079e-01	1.394e-01
RHOA	4.675e-02	5.230e-01
RHPN2	-2.872e-02	6.948e-01
RICTOR	-2.181e-01	2.569e-03
RINT1	-2.792e-01	9.975e-05
RIT1	3.654e-03	9.602e-01
RNF139	-4.573e-02	5.320e-01
RNF43	2.450e-02	7.379e-01
ROS1	-2.935e-02	6.885e-01
RPL5	8.136e-02	2.657e-01
RPS15	-4.014e-02	5.834e-01
RPS6KA4	1.544e-01	3.390e-02
RPS6KB1	2.122e-01	3.377e-03
RPS6KB2	2.276e-01	1.636e-03
RPTOR	7.988e-02	2.746e-01
RSF1	-2.008e-01	5.590e-03
RUNX1	4.642e-02	5.259e-01
RUNX1T1	1.108e-01	1.291e-01
RXRA	-2.449e-03	9.733e-01
SCG5	8.009e-02	2.733e-01
SDHA	-4.106e-02	5.748e-01
SDHAF2	-8.559e-02	2.416e-01
SDHB	3.072e-02	6.747e-01
SDHC	-1.044e-02	8.867e-01
SDHD	1.005e-01	1.690e-01
SEC23B	-1.652e-01	2.310e-02
SEMA3C	2.847e-01	7.158e-05
SETBP1	2.617e-02	7.208e-01
SETD2	1.414e-01	5.222e-02
SF1	6.433e-02	3.792e-01
SF3B1	8.145e-02	2.652e-01
SGK1	7.054e-02	3.348e-01
SH2B3	-1.073e-01	1.416e-01
SH2D1A	4.789e-02	5.128e-01
SHQ1	6.441e-02	3.786e-01
SKP1	-9.357e-03	8.983e-01
SLC26A3	-2.123e-01	3.357e-03
SLC47A2	-5.476e-02	4.542e-01
SLIT2	-4.620e-02	5.279e-01
SLX4	3.980e-02	5.866e-01
SMAD2	8.413e-02	2.498e-01
SMAD3	1.636e-01	2.445e-02
SMAD4	-2.034e-01	5.009e-03
SMARCA1	7.294e-02	3.186e-01
SMARCA4	5.525e-02	4.502e-01
SMARCB1	7.974e-02	2.754e-01
SMARCE1	-1.410e-01	5.299e-02
SMC1A	-1.956e-01	6.992e-03
SMC3	4.478e-02	5.406e-01
SMO	-1.975e-01	6.452e-03
SNCAIP	-6.263e-02	3.919e-01
SOCS1	-2.826e-01	8.132e-05
SOD2	-1.014e-01	1.649e-01
SOX10	-1.047e-01	1.516e-01
SOX17	-1.422e-01	5.091e-02
SOX2	1.601e-01	2.775e-02
SOX9	-8.197e-02	2.621e-01
SPEN	-2.163e-02	7.677e-01
SPINK1	-7.887e-02	2.807e-01
SPOP	8.131e-02	2.660e-01
SPRED1	-5.365e-02	4.634e-01
SPTA1	2.780e-02	7.041e-01
SQSTM1	-5.254e-02	4.727e-01
SRC	2.265e-01	1.723e-03
SRSF2	5.291e-02	4.697e-01
STAG1	-1.635e-02	8.233e-01
STAG2	-2.348e-02	7.485e-01
STAT3	3.872e-02	5.968e-01
STAT4	8.145e-02	2.652e-01
STAT5A	-2.364e-02	7.468e-01
STAT5B	-2.487e-02	7.341e-01
STAT6	1.485e-02	8.393e-01
STK11	1.001e-01	1.704e-01
SUFU	-1.124e-01	1.234e-01
SUZ12	-7.129e-02	3.297e-01
SYK	-7.791e-02	2.866e-01
TAF1	-8.827e-02	2.271e-01
TANC1	7.228e-02	3.229e-01
TAP1	5.804e-02	4.276e-01
TAP2	-2.324e-02	7.509e-01
TBC1D12	-1.632e-02	8.237e-01
TBL1XR1	-2.687e-01	1.846e-04
TBX3	-4.278e-02	5.588e-01
TCF3	1.174e-01	1.076e-01
TCF7L2	-6.198e-02	3.969e-01
TCL1A	6.456e-02	3.775e-01
TERT	-2.094e-01	3.838e-03
TET1	-4.527e-02	5.362e-01
TET2	1.412e-02	8.471e-01
TFDP1	7.474e-02	3.068e-01
TFF1	-1.154e-02	8.748e-01
TGFBR1	-2.830e-02	6.991e-01
TGFBR2	2.154e-01	2.913e-03
TIGIT	-5.969e-02	4.145e-01
TLR4	5.531e-02	4.497e-01
TMEM127	3.126e-02	6.694e-01
TMEM173	6.906e-02	3.451e-01
TMPRSS2	-1.027e-01	1.598e-01
TNF	0.000e+00	1.000e+00
TNFAIP3	-1.526e-01	3.601e-02
TNFRSF14	1.311e-01	7.209e-02
TNFRSF17	6.804e-02	3.522e-01
TNFRSF9	1.644e-01	2.379e-02
TOP1	-2.106e-01	3.634e-03
